,job_title,job_link,company_name,salary,job_location,job_requirements,job_classifiation,short_description,salary_ind
114,Database & Stored Procedure Developer,/job/55258131?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Trimble,,Canterbury,"['Opportunity to join a large fast growing organisation', 'Fun, creative and innovative team', 'Join a company with a focus on staff well-being']",Information & Communication Technology,Seeking a full time Database and Stored Procedure Developer to join our Christchurch team for a 12 month fixed term.,0-60000
115,Data Entry – Business Support,/job/54985232?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Kinetic Recruitment,,Wellington,,Administration & Office Support,Great opportunity to work for a well respected government agency and earn some extra cash over the summer!,0-60000
116,Full-Time Customer Service Agent / Data Processor,/job/54980227?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Walker Logistics Ltd,"$45,000 - $49,999",Auckland,,"Manufacturing, Transport & Logistics",Full Time Customer Service Agent to work in data processing and operations coordination on afternoon-evening shift,0-60000
117,Senior Data Analyst,/job/54979010?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Talent – Winner SEEK Large Recruitment Agency of the Year 2019,,Auckland,"['6 month contract - potential to extend', 'Attractive Hourly rate', 'Auckland Central']",Information & Communication Technology,6 month contract - Data Analysis - Auckland Central,0-60000
118,Maintenance Data Officer,/job/54964138?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Hyundai Rotem Company,,Wellington,,"Manufacturing, Transport & Logistics",We are looking for a Maintenance Data Officer to join our Wellington based planning team.,0-60000
119,Senior Business Analyst,/job/55305960?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Hays Technology,"competitive rates, work from home benefits, flexi-",Auckland,,Information & Communication Technology,Exciting 6-month opportunity for a Business Analyst to be part of a very well-known financial services company,0-60000
120,Property Rights Analyst - Titles,/job/55246003?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Land Information New Zealand,,Canterbury,,Real Estate & Property,Do you want to join a supportive team environment and contribute to the outcomes of Toitū Te Whenua?,0-60000
121,Applications Support Specialist,/job/55184695?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Recruit I.T. Auckland,,Waikato,"['2 WFH + flexible hours', 'Work in the Coromandel', 'Opportunity for growth and personal development']",Information & Communication Technology,Gain exposure to different areas of the business and other roles such as Business Analysis and BI + work with all their applications,0-60000
122,Procurement Analyst,/job/55203329?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Canterbury District Health Board,,Canterbury,"['Permanent full-time experienced position', 'Fantastic opportunity to progress your career in procurement', 'Friendly supportive team']",Government & Defence,"Grow your career in procurement and supply chain. Perm, full time role. Contribute to the health industry. Based in Supply Department at the airport.",0-60000
123,Database Administrator,/job/55097404?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Avis Budget Group,,Auckland,"['40 hour Permanent full time position based at our Ellerslie Head Office', 'Perfect role for someone looking for an entry data entry and administrative role', 'Maximum total 6% employer contributions to Kiwisaver and Retirement Scheme.']",Administration & Office Support,The primary role of this position is to create/update and maintain a wide range of databases and multiple country specific informational changes.,0-60000
124,Harbour Rugby- Performance Analyst,/job/55033019?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,NORTH HARBOUR RUGBY UNION,,Auckland,,Sport & Recreation,A great opportunity has arisen at Harbour Rugby as the Performance Analyst.,0-60000
125,Sales Analyst,/job/54964344?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Beyond Recruitment - Winner - Best Innovation -2018 Global Recruiter Awards,$55 000 - $65 000 per annum + benefits,Auckland,,Sales,"Join a dynamic, energetic team and enjoy fantastic benefits",0-60000
126,Health Futures Project - Research Assistant - Māori,/job/55305195?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Auckland University Of Technology,"$15,000 - $20,000",Auckland,"['Work directly with the Evaluation Lead', 'Engage and contribute to the Research Process', 'Fixed term part-time role until December 2022']",Education & Training,Seeking Research Assts to join the Health Futures Project a research initiative to re-envisage the education of health professionals in Aotearoa,0-60000
127,Data Team Leader/ Supervisor,/job/55116620?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Vision Systems,$30 - $34.99 per hour,Canterbury,"['$10K & $20K long service bonus', 'Health Insurance', 'Great team!']",Trades & Services,"Are you a data tech legend, who can build our division into industry leaders? Ready for a challenge and to reap the appropriate rewards?!",0-60000
128,Submissions analyst,/job/55039091?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Chandler Macleod NZ,,Wellington,"['4 to 6 month temp assignment, which may extend', 'Lovely, supportive team', 'Stylish Wellington CBD office']",Administration & Office Support,Submissions Analysts  - Temporary Assignment to end of December,0-60000
129,Application Support Analyst - Palmerston North,/job/55311608?type=standout#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Norwood,,Manawatu,"['Support a busy Service Desk for internal customers', 'Maintain operational quality and efficiency', 'Fantastic opportunity for a process driven application support star']",Information & Communication Technology,"Bring your strong customer service focus, application support experience and genuine approachability to the Norwood IS team.",0-60000
130,Laboratory Analyst - ASBESTOS,/job/55143361?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Focus Analytics Limited,"$60,000 - $69,999",Wellington,,Science & Technology,"Based in Wellington, this busy role working for a niche environmental testing lab!",0-60000
131,Office Administration/Data Management,/job/54901464?type=standard#searchRequestToken=1265d266-8b60-4ea3-8b7f-e79bd4827424,Southern Health School,,Canterbury,,Administration & Office Support,Are you interested in belonging to a team which plays a pivotal role in connecting sick children to education?,0-60000
133,Research Agronomist,/job/55211923?type=promoted#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,,,Canterbury,"['Autonomous field role', 'NZ/Australia travel', 'Training and career development opportunities']","Farming, Animals & Conservation","Overseeing and managing a range of pasture, forage crop and cereal field research trials throughout Canterbury.",0-60000
134,Pricing Analyst  - Manufacturing,/job/55074589?type=standard#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Stellar Recruitment,,Auckland,,Sales,"An exciting opportunity exists for an enthusiastic and dynamic person to join our clients team on a 12month fixed term contract, as a Pricing Analyst",0-60000
135,Workforce Management Analyst,/job/55054380?type=standout#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,BNZ,,Auckland,"['6 weeks annual leave', 'Put our valued customers at the heart of everything you do', 'Enjoy flexible working options and a great work-life balance']",Banking & Financial Services,The WFM Analyst plays a vital role in our Enterprise WFM team for BNZ. Support the Contact Centre and the Branch Network.,0-60000
136,Data Cabling Techncian,/job/55033049?type=standard#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Infinitcom Ltd,$20 - $29.99 per hour,Auckland,,Information & Communication Technology,"Company looking for an experienced, energetic, self-motivated structured cabling technician, willing to work in a challenging position.",0-60000
137,Research Assistant - Pacific Islands Families (PIF) Study,/job/55292894?type=standout#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Auckland University Of Technology,,Auckland,"['Be a member of the fastest growing and second largest University in New Zealand', 'AUT Pacific Health Research Centre conducts high-quality public health research', 'Be part of an organisation that makes a difference to the social fabric of NZ!']",Education & Training,PIF Study seeks to appoint a Research Assistant (15 months fixed term) to assist the 22-year phase of the PIF Study funded by the HRC!,0-60000
138,Integration Support Analyst,/job/55244635?type=standard#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Starshipit,,Auckland,,Information & Communication Technology,"We’re growing our highly skilled Customer Success team and we’re on the hunt for an Integration Support Analyst to join us. 
Empowering r...",0-60000
139,Senior Datawarehouse Developer,/job/55051100?type=standout#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Finite920,,Wellington,"['Senior Datawarehouse/BI Developer', 'Contract until June 2022', 'Large Government agency']",Information & Communication Technology,We have a current opportunity for a Datawarehouse/BI Developer on a contract basis. The position will be based in Wellington.,0-60000
140,Laboratory Analyst / Stability Analyst,/job/55217746?type=standout#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Eurofins,,Auckland,,Science & Technology,"Eurofins Scientific is an international life sciences company, providing a unique range of analytical testing services to clients across industries.",0-60000
141,Software Support Analyst - Graduate,/job/55101668?type=standout#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Invenco,,Auckland,"['Exciting new opporunity for a graduate!', 'High Tech award winning products', 'Northshore location with onsite gym']",Information & Communication Technology,New role for a graduate to be part of our Support team! Get exposure to all areas of the business and collaborate with our teams,0-60000
142,Property Rights Analyst - Titles,/job/55245928?type=standard#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Land Information New Zealand,,Waikato,,Real Estate & Property,Do you want to join a supportive team environment and contribute to the outcomes of Toitū Te Whenua?,0-60000
143,Implementation Analyst,/job/55013037?type=standout#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,GS1 New Zealand,,Auckland,"['Jump onboard to support the expansion of our services', 'Highly skilled and social team who enjoy their work', 'Opportunity for development and growth']",Information & Communication Technology,Greenfields opportunity to join a busy team with ambitious plans!,0-60000
144,Administration Analyst,/job/55270319?type=standout#searchRequestToken=1e1d8fe3-3b20-4407-a6d1-7f622aa12687,Mercer,,Wellington,"['Unique opportunity with global organisation', 'Flexible working arrangements', 'Professional environment where your career path really matters and is supported']",Insurance & Superannuation,Exciting opportunity has arisen to join as an Administration Analyst on a contract basis in our Wellington office.,0-60000
